PASSENGERS,FREIGHT,MAIL,CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_FIPS,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_FIPS,YEAR,QUARTER,MONTH
4826,24177,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,CLE,"Cleveland, OH",OH,39,39035,2020,1,3
4843,599,0,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,PBI,"West Palm Beach, FL",FL,12,12099,2020,1,2
4851,5410,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,JAX,"Jacksonville, FL",FL,12,12031,2020,1,1
4854,3769,25529,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,OMA,"Omaha, NE",NE,31,31055,2020,1,1
4860,17545,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,OAK,"Oakland, CA",CA,6,6001,2020,1,2
4912,23422,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,SDF,"Louisville, KY",KY,21,21111,2020,1,2
4925,230275,7751,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,HNL,"Honolulu, HI",HI,15,15003,2020,1,2
4939,17908,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,CVG,"Cincinnati, OH",KY,21,39061,2020,2,6
4944,3158,23751,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,BOS,"Boston, MA",MA,25,25025,2020,2,6
4985,86370,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,MCO,"Orlando, FL",FL,12,12095,2020,2,5
5040,2073,0,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,PBI,"West Palm Beach, FL",FL,12,12099,2020,1,3
5055,0,0,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SRQ,"Sarasota/Bradenton, FL",FL,12,#N/A,2020,1,2
5061,23454,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,CMH,"Columbus, OH",OH,39,39049,2020,1,3
5079,1949,0,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,DCA,"Washington, DC",VA,51,11001,2020,1,3
5109,31120,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,BDL,"Hartford, CT",CT,9,9003,2020,1,1
5126,0,5024,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,SNA,"Santa Ana, CA",CA,6,6059,2020,1,3
5139,337,23634,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,OMA,"Omaha, NE",NE,31,31055,2020,1,2
5141,87,0,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SRQ,"Sarasota/Bradenton, FL",FL,12,#N/A,2020,1,1
5161,5750,19714,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,MCI,"Kansas City, MO",MO,29,29095,2020,1,1
5170,2147,0,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,DCA,"Washington, DC",VA,51,11001,2020,2,6
5176,23643,94735,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,LAX,"Los Angeles, CA",CA,6,6037,2020,2,5
5177,734289,123036,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,DFW,"Fort Worth, TX",TX,48,48439,2020,2,4
5185,512,0,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,BDL,"Hartford, CT",CT,9,9003,2020,1,2
5335,444,60512,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,LAS,"Las Vegas, NV",NV,32,32003,2020,2,6
5365,10103,0,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,OGG,"Kahului, HI",HI,15,15009,2020,1,1
5367,10930,5526,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,PHL,"Philadelphia, PA",PA,42,42101,2020,1,3
5386,9912,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,ALB,"Albany, NY",NY,36,36001,2020,1,2
5395,33915,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,PHL,"Philadelphia, PA",PA,42,42101,2020,1,3
5398,27684,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,PHL,"Philadelphia, PA",PA,42,42101,2020,2,6
5400,5805,47477,Delta Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SLC,"Salt Lake City, UT",UT,49,49035,2020,1,3
5417,14687,0,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,OGG,"Kahului, HI",HI,15,15009,2020,1,2
5421,371,0,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,MSN,"Madison, WI",WI,55,#N/A,2020,1,2
5432,8790,953,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,ATL,"Atlanta, GA",GA,13,13121,2020,1,2
5433,9146,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,ALB,"Albany, NY",NY,36,36001,2020,1,1
5467,10399,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,AUS,"Austin, TX",TX,48,48453,2020,2,6
5498,19910,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,BUF,"Buffalo, NY",NY,36,36029,2020,2,6
5521,2806,57889,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SMF,"Sacramento, CA",CA,6,6067,2020,1,2
5552,63916,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,LGA,"New York, NY",NY,36,36061,2020,2,6
5601,53698,159611,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,EWR,"Newark, NJ",NJ,34,34013,2020,2,6
5669,7398,166348,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,PHX,"Phoenix, AZ",AZ,4,4013,2020,2,4
5671,9329,18900,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,BWI,"Baltimore, MD",MD,24,24510,2020,1,3
5674,4730,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,AUS,"Austin, TX",TX,48,48453,2020,1,3
5751,9501,11707,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SJU,"San Juan, PR",PR,72,#N/A,2020,1,2
5792,9205,8838,Delta Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,DTW,"Detroit, MI",MI,26,26163,2020,1,3
5821,24837,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,RDU,"Raleigh, NC",NC,37,37183,2020,2,6
5858,821,0,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,BZN,"Bozeman, MT",MT,30,30031,2020,1,1
5863,22313,6839,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SJU,"San Juan, PR",PR,72,#N/A,2020,1,1
5895,6071,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,SAT,"San Antonio, TX",TX,48,48029,2020,1,1
5939,1764,47792,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SAT,"San Antonio, TX",TX,48,48029,2020,1,1
5961,6928,94688,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SEA,"Seattle, WA",WA,53,53033,2020,1,3
5984,28609,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,OMA,"Omaha, NE",NE,31,31055,2020,2,6
5984,1243,0,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,MCI,"Kansas City, MO",MO,29,29095,2020,1,2
5986,23240,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,SDF,"Louisville, KY",KY,21,21111,2020,1,1
6064,8175,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,BUF,"Buffalo, NY",NY,36,36029,2020,1,2
6081,38535,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,ATL,"Atlanta, GA",GA,13,13121,2020,2,5
6111,1882,51574,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,BDL,"Hartford, CT",CT,9,9003,2020,1,1
6188,2208,72369,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SMF,"Sacramento, CA",CA,6,6067,2020,1,1
6206,5621,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,MSY,"New Orleans, LA",LA,22,22071,2020,1,3
6209,190,36993,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SAT,"San Antonio, TX",TX,48,48029,2020,1,2
6249,509,0,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,BZN,"Bozeman, MT",MT,30,30031,2020,1,2
6256,8536,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,BUF,"Buffalo, NY",NY,36,36029,2020,1,1
6269,1159,1744,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,STL,"Saint Louis, MO",MO,29,29510,2020,1,3
6314,18639,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,PIT,"Pittsburgh, PA",PA,42,42003,2020,2,6
6331,184230,293088,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,LAX,"Los Angeles, CA",CA,6,6037,2020,2,4
6345,15550,2548,Delta Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,ATL,"Atlanta, GA",GA,13,13121,2020,2,6
6377,2215,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,DCA,"Washington, DC",VA,51,11001,2020,1,3
6392,24358,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,OAK,"Oakland, CA",CA,6,6001,2020,1,1
6401,4525,108075,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,PDX,"Portland, OR",OR,41,23005,2020,1,3
6442,164283,4400,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,HNL,"Honolulu, HI",HI,15,15003,2020,1,1
6488,375153,142115,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SFO,"San Francisco, CA",CA,6,6075,2020,2,5
6537,4412,5518,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,MSP,"Minneapolis, MN",MN,27,27053,2020,1,2
6574,4704,77848,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,SFO,"San Francisco, CA",CA,6,6075,2020,1,3
6579,21136,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,SAN,"San Diego, CA",CA,6,6073,2020,2,6
6593,16170,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,STL,"Saint Louis, MO",MO,29,29510,2020,1,3
6605,2808,0,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,LGA,"New York, NY",NY,36,36061,2020,2,6
6641,8926,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,SAN,"San Diego, CA",CA,6,6073,2020,1,3
6645,2113,0,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,EWR,"Newark, NJ",NJ,34,34013,2020,1,2
6650,141027,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,LAX,"Los Angeles, CA",CA,6,6037,2020,2,5
6687,22323,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,GRR,"Grand Rapids, MI",MI,26,26081,2020,2,6
6692,928,0,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,TUS,"Tucson, AZ",AZ,4,4019,2020,1,2
6768,24245,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,GRR,"Grand Rapids, MI",MI,26,26081,2020,1,1
6785,0,0,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,PSP,"Palm Springs, CA",CA,6,6065,2020,1,2
6806,2075,10382,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,AUS,"Austin, TX",TX,48,48453,2020,1,3
6807,30758,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,CMH,"Columbus, OH",OH,39,39049,2020,2,6
6822,35322,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,DTW,"Detroit, MI",MI,26,26163,2020,1,2
6868,87488,12825,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,IAH,"Houston, TX",TX,48,48201,2020,2,5
6876,1624,0,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,DCA,"Washington, DC",VA,51,11001,2020,1,1
6896,70,0,Delta Air Lines Inc.,MDW,"Chicago, IL",IL,17,17031,ATL,"Atlanta, GA",GA,13,13121,2020,1,3
6899,34690,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,STL,"Saint Louis, MO",MO,29,29510,2020,2,6
6905,14414,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,OMA,"Omaha, NE",NE,31,31055,2020,1,3
6950,1013,0,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,TUS,"Tucson, AZ",AZ,4,4019,2020,1,1
6953,2784,12642,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,ATL,"Atlanta, GA",GA,13,13121,2020,1,3
6954,62299,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,DTW,"Detroit, MI",MI,26,26163,2020,2,6
7000,2068,29733,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,SEA,"Seattle, WA",WA,53,53033,2020,1,2
7043,3074,11272,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,MSY,"New Orleans, LA",LA,22,22071,2020,1,1
7160,45770,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,SEA,"Seattle, WA",WA,53,53033,2020,1,2
7172,11991,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,PIT,"Pittsburgh, PA",PA,42,42003,2020,1,1
7192,24660,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,CVG,"Cincinnati, OH",KY,21,39061,2020,1,2
7209,7077,19959,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,MIA,"Miami, FL",FL,12,12086,2020,1,3
7223,64117,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,CLE,"Cleveland, OH",OH,39,39035,2020,2,6
7228,11025,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,PIT,"Pittsburgh, PA",PA,42,42003,2020,1,2
7360,14228,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,BNA,"Nashville, TN",TN,47,47037,2020,1,3
7383,18295,203575,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,LAX,"Los Angeles, CA",CA,6,6037,2020,2,6
7402,41789,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,SEA,"Seattle, WA",WA,53,53033,2020,1,1
7416,98007,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,PHX,"Phoenix, AZ",AZ,4,4013,2020,2,5
7419,24095,44450,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,IAD,"Washington, DC",VA,51,11001,2020,1,3
7452,22858,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,SFO,"San Francisco, CA",CA,6,6075,2020,1,2
7469,74889,92852,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,HNL,"Honolulu, HI",HI,15,15003,2020,1,2
7524,9006,17344,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SLC,"Salt Lake City, UT",UT,49,49035,2020,1,1
7541,19774,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,CVG,"Cincinnati, OH",KY,21,39061,2020,1,1
7627,2209,9643,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,DEN,"Denver, CO",CO,8,8031,2020,1,3
7636,31410,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,LGA,"New York, NY",NY,36,36061,2020,1,3
7674,96683,138166,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,HNL,"Honolulu, HI",HI,15,15003,2020,1,1
7692,84206,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,BOS,"Boston, MA",MA,25,25025,2020,2,6
7726,23041,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,GRR,"Grand Rapids, MI",MI,26,26081,2020,1,2
7741,6282,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,RSW,"Fort Myers, FL",FL,12,12071,2020,2,5
7747,1644,0,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,EWR,"Newark, NJ",NJ,34,34013,2020,1,1
7753,29561,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,SFO,"San Francisco, CA",CA,6,6075,2020,1,1
7765,27468,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,FLL,"Fort Lauderdale, FL",FL,12,12011,2020,2,6
7774,23788,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,SLC,"Salt Lake City, UT",UT,49,49035,2020,1,1
7917,16628,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,SLC,"Salt Lake City, UT",UT,49,49035,2020,1,2
7935,3978,71461,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SAN,"San Diego, CA",CA,6,6073,2020,1,3
7978,14288,0,Delta Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SEA,"Seattle, WA",WA,53,53033,2020,1,2
8015,274,0,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,FLL,"Fort Lauderdale, FL",FL,12,12011,2020,1,3
8074,8055,52613,Delta Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SLC,"Salt Lake City, UT",UT,49,49035,2020,1,1
8140,49517,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,TPA,"Tampa, FL",FL,12,12057,2020,2,5
8198,16382,928,Delta Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SEA,"Seattle, WA",WA,53,53033,2020,1,1
8209,1488,18604,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,SAN,"San Diego, CA",CA,6,6073,2020,1,3
8340,39048,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,MSP,"Minneapolis, MN",MN,27,27053,2020,1,3
8341,60834,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,BWI,"Baltimore, MD",MD,24,24510,2020,2,6
8353,18775,37209,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,SEA,"Seattle, WA",WA,53,53033,2020,1,1
8394,1960,47251,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,LAS,"Las Vegas, NV",NV,32,32003,2020,1,3
8396,2432,6647,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,CLE,"Cleveland, OH",OH,39,39035,2020,1,3
8407,3438,0,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,PBI,"West Palm Beach, FL",FL,12,12099,2020,1,1
8445,22581,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,MCI,"Kansas City, MO",MO,29,29095,2020,1,3
8538,5090,7430,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,MSY,"New Orleans, LA",LA,22,22071,2020,1,2
8551,6905,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,AUS,"Austin, TX",TX,48,48453,2020,1,2
8585,51512,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,CLE,"Cleveland, OH",OH,39,39035,2020,1,1
8647,76863,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,LAX,"Los Angeles, CA",CA,6,6037,2020,1,3
8696,5761,30791,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,DFW,"Fort Worth, TX",TX,48,48439,2020,1,3
8722,23909,132712,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,MIA,"Miami, FL",FL,12,12086,2020,2,5
8817,43102,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,CLE,"Cleveland, OH",OH,39,39035,2020,1,2
8990,21372,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,BNA,"Nashville, TN",TN,47,47037,2020,2,6
9026,12569,5857,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,ATL,"Atlanta, GA",GA,13,13121,2020,1,1
9029,26242,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,HOU,"Houston, TX",TX,48,48201,2020,2,6
9065,7374,20706,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,PHL,"Philadelphia, PA",PA,42,42101,2020,2,6
9140,38052,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,DTW,"Detroit, MI",MI,26,26163,2020,1,1
9172,10551,26494,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SLC,"Salt Lake City, UT",UT,49,49035,2020,1,2
9178,114569,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,LAX,"Los Angeles, CA",CA,6,6037,2020,2,6
9226,67081,30753,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,DEN,"Denver, CO",CO,8,8031,2020,2,5
9243,8320,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,AUS,"Austin, TX",TX,48,48453,2020,1,1
9283,32264,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,BWI,"Baltimore, MD",MD,24,24510,2020,1,3
9301,32397,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,RDU,"Raleigh, NC",NC,37,37183,2020,1,2
9315,18451,79097,Delta Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,MSP,"Minneapolis, MN",MN,27,27053,2020,1,3
9545,8695,29573,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,CLT,"Charlotte, NC",NC,37,37119,2020,2,5
9595,3855,0,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,PBI,"West Palm Beach, FL",FL,12,12099,2020,1,2
9654,910,35645,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SNA,"Santa Ana, CA",CA,6,6059,2020,1,2
9708,1180,10731,Delta Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,LGA,"New York, NY",NY,36,36061,2020,1,3
9747,55933,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,PHL,"Philadelphia, PA",PA,42,42101,2020,1,1
9808,70232,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,PHL,"Philadelphia, PA",PA,42,42101,2020,1,2
9938,12284,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,FLL,"Fort Lauderdale, FL",FL,12,12011,2020,1,3
9972,5617,112239,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,PDX,"Portland, OR",OR,41,23005,2020,1,2
10003,23341,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,OMA,"Omaha, NE",NE,31,31055,2020,1,2
10015,1319,0,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,DCA,"Washington, DC",VA,51,11001,2020,1,2
10047,34789,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,BOS,"Boston, MA",MA,25,25025,2020,1,2
10066,36832,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,RDU,"Raleigh, NC",NC,37,37183,2020,1,1
10146,8180,61316,Delta Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SLC,"Salt Lake City, UT",UT,49,49035,2020,1,2
10225,27312,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,ATL,"Atlanta, GA",GA,13,13121,2020,2,6
10357,8383,111968,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,PHX,"Phoenix, AZ",AZ,4,4013,2020,2,5
10387,33229,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,CMH,"Columbus, OH",OH,39,39049,2020,1,2
10389,11525,3970,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,PHL,"Philadelphia, PA",PA,42,42101,2020,1,2
10405,7489,106999,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,PDX,"Portland, OR",OR,41,23005,2020,1,1
10498,35204,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,CMH,"Columbus, OH",OH,39,39049,2020,1,1
10519,29250,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,OMA,"Omaha, NE",NE,31,31055,2020,1,1
10525,7382,34781,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,MSP,"Minneapolis, MN",MN,27,27053,2020,1,3
10564,3362,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,RSW,"Fort Myers, FL",FL,12,12071,2020,1,3
10575,33670,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,BOS,"Boston, MA",MA,25,25025,2020,1,1
10689,8626,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,MSY,"New Orleans, LA",LA,22,22071,2020,1,1
10708,2227,0,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,LGA,"New York, NY",NY,36,36061,2020,1,3
10709,1425,21178,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,AUS,"Austin, TX",TX,48,48453,2020,1,2
10730,47205,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,MCI,"Kansas City, MO",MO,29,29095,2020,2,6
10735,21475,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,ATL,"Atlanta, GA",GA,13,13121,2020,1,3
10833,9304,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,TPA,"Tampa, FL",FL,12,12057,2020,1,3
10895,4657,32687,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,BWI,"Baltimore, MD",MD,24,24510,2020,1,2
10965,37106,245984,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,LAX,"Los Angeles, CA",CA,6,6037,2020,2,5
11011,941,39344,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,SNA,"Santa Ana, CA",CA,6,6059,2020,1,1
11019,3167,56626,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,TPA,"Tampa, FL",FL,12,12057,2020,1,3
11034,100,8794,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,SNA,"Santa Ana, CA",CA,6,6059,2020,1,2
11257,2806,10996,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,AUS,"Austin, TX",TX,48,48453,2020,1,1
11292,11129,160617,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,MIA,"Miami, FL",FL,12,12086,2020,2,6
11343,48747,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,DAL,"Dallas, TX",TX,48,48113,2020,2,6
11444,6485,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,MSY,"New Orleans, LA",LA,22,22071,2020,1,2
11469,2157,8063,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,TPA,"Tampa, FL",FL,12,12057,2020,1,3
11661,8118,41307,United Air Lines Inc.,ORD,"Chicago, IL",IL,17,17031,LAS,"Las Vegas, NV",NV,32,32003,2020,1,3
11696,609,0,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,DCA,"Washington, DC",VA,51,11001,2020,1,3
11743,15825,171709,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,LAX,"Los Angeles, CA",CA,6,6037,2020,2,6
11759,4475,3573,American Airlines Inc.,ORD,"Chicago, IL",IL,17,17031,BOS,"Boston, MA",MA,25,25025,2020,1,3
11798,113702,0,Southwest Airlines Co.,MDW,"Chicago, IL",IL,17,17031,MSP,"Minneapolis, MN",MN,27,27053,2020,2,6
