PASSENGERS,FREIGHT,MAIL,CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_FIPS,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_FIPS,YEAR,QUARTER,MONTH
8447,6487,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,TPA,"Tampa, FL",FL,12,12057,2020,1,2
8726,14191,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,FLL,"Fort Lauderdale, FL",FL,12,12011,2020,1,2
8778,583,1214,Delta Air Lines Inc.,MSY,"New Orleans, LA",LA,22,22071,DTW,"Detroit, MI",MI,26,26163,2020,1,1
8796,928,4370,United Air Lines Inc.,MSY,"New Orleans, LA",LA,22,22071,DEN,"Denver, CO",CO,8,8031,2020,1,1
9028,412,6826,Delta Air Lines Inc.,MSY,"New Orleans, LA",LA,22,22071,JFK,"New York, NY",NY,36,36061,2020,1,2
9376,17319,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,MDW,"Chicago, IL",IL,17,17031,2020,1,1
9462,21974,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,DEN,"Denver, CO",CO,8,8031,2020,1,1
9501,889,8056,Delta Air Lines Inc.,MSY,"New Orleans, LA",LA,22,22071,JFK,"New York, NY",NY,36,36061,2020,1,1
9589,185,6723,American Airlines Inc.,MSY,"New Orleans, LA",LA,22,22071,CLT,"Charlotte, NC",NC,37,37119,2020,1,3
9604,972,2483,United Air Lines Inc.,MSY,"New Orleans, LA",LA,22,22071,EWR,"Newark, NJ",NJ,34,34013,2020,1,1
9733,770,688,Delta Air Lines Inc.,MSY,"New Orleans, LA",LA,22,22071,DTW,"Detroit, MI",MI,26,26163,2020,1,2
9758,25414,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,DEN,"Denver, CO",CO,8,8031,2020,1,2
10002,1216,3514,American Airlines Inc.,MSY,"New Orleans, LA",LA,22,22071,MIA,"Miami, FL",FL,12,12086,2020,1,1
10242,41276,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,BWI,"Baltimore, MD",MD,24,24510,2020,1,2
10266,935,6764,United Air Lines Inc.,MSY,"New Orleans, LA",LA,22,22071,IAH,"Houston, TX",TX,48,48201,2020,1,3
10308,29121,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,HOU,"Houston, TX",TX,48,48201,2020,1,3
10418,43659,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,DAL,"Dallas, TX",TX,48,48113,2020,1,3
10517,15362,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,ATL,"Atlanta, GA",GA,13,13121,2020,1,1
10635,23580,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,MDW,"Chicago, IL",IL,17,17031,2020,1,2
10835,42144,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,BWI,"Baltimore, MD",MD,24,24510,2020,1,1
10879,10383,8769,Delta Air Lines Inc.,MSY,"New Orleans, LA",LA,22,22071,LAX,"Los Angeles, CA",CA,6,6037,2020,1,2
11167,16200,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,ATL,"Atlanta, GA",GA,13,13121,2020,1,2
11226,3329,3538,United Air Lines Inc.,MSY,"New Orleans, LA",LA,22,22071,DEN,"Denver, CO",CO,8,8031,2020,1,2
11314,18599,10741,Delta Air Lines Inc.,MSY,"New Orleans, LA",LA,22,22071,LAX,"Los Angeles, CA",CA,6,6037,2020,1,1
11564,1047,1703,American Airlines Inc.,MSY,"New Orleans, LA",LA,22,22071,MIA,"Miami, FL",FL,12,12086,2020,1,2
11569,15122,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,BNA,"Nashville, TN",TN,47,47037,2020,1,1
11954,11937,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,BNA,"Nashville, TN",TN,47,47037,2020,1,2
12927,1841,5267,United Air Lines Inc.,MSY,"New Orleans, LA",LA,22,22071,EWR,"Newark, NJ",NJ,34,34013,2020,1,2
13417,20815,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,MCO,"Orlando, FL",FL,12,12095,2020,1,2
13691,2323,7837,American Airlines Inc.,MSY,"New Orleans, LA",LA,22,22071,DFW,"Fort Worth, TX",TX,48,48439,2020,1,3
13739,17725,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,MCO,"Orlando, FL",FL,12,12095,2020,1,1
16868,113,7367,American Airlines Inc.,MSY,"New Orleans, LA",LA,22,22071,CLT,"Charlotte, NC",NC,37,37119,2020,1,1
17650,673,6278,American Airlines Inc.,MSY,"New Orleans, LA",LA,22,22071,CLT,"Charlotte, NC",NC,37,37119,2020,1,2
20814,977,2990,American Airlines Inc.,MSY,"New Orleans, LA",LA,22,22071,DFW,"Fort Worth, TX",TX,48,48439,2020,1,1
22022,51383,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,DAL,"Dallas, TX",TX,48,48113,2020,1,1
22924,45869,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,DAL,"Dallas, TX",TX,48,48113,2020,1,2
23142,9840,11641,Delta Air Lines Inc.,MSY,"New Orleans, LA",LA,22,22071,ATL,"Atlanta, GA",GA,13,13121,2020,1,3
24157,41926,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,HOU,"Houston, TX",TX,48,48201,2020,1,1
24251,44094,0,Southwest Airlines Co.,MSY,"New Orleans, LA",LA,22,22071,HOU,"Houston, TX",TX,48,48201,2020,1,2
25505,1410,3806,American Airlines Inc.,MSY,"New Orleans, LA",LA,22,22071,DFW,"Fort Worth, TX",TX,48,48439,2020,1,2
25981,3971,8546,United Air Lines Inc.,MSY,"New Orleans, LA",LA,22,22071,IAH,"Houston, TX",TX,48,48201,2020,1,2
27213,3417,8823,United Air Lines Inc.,MSY,"New Orleans, LA",LA,22,22071,IAH,"Houston, TX",TX,48,48201,2020,1,1
42401,15279,10046,Delta Air Lines Inc.,MSY,"New Orleans, LA",LA,22,22071,ATL,"Atlanta, GA",GA,13,13121,2020,1,2
43596,14862,30000,Delta Air Lines Inc.,MSY,"New Orleans, LA",LA,22,22071,ATL,"Atlanta, GA",GA,13,13121,2020,1,1
0,0,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,SAN,"San Diego, CA",CA,6,6073,2020,1,1
0,0,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,MSY,"New Orleans, LA",LA,22,22071,2020,1,1
0,0,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,BOS,"Boston, MA",MA,25,25025,2020,1,1
0,943,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,MAF,"Midland/Odessa, TX",TX,48,48329,2020,1,3
0,96,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,MHT,"Manchester, NH",NH,33,33011,2020,1,3
0,5,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,DCA,"Washington, DC",VA,51,11001,2020,1,2
0,0,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,EWR,"Newark, NJ",NJ,34,34013,2020,1,3
0,0,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,IAD,"Washington, DC",VA,51,11001,2020,1,3
0,0,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,BOS,"Boston, MA",MA,25,25025,2020,1,3
0,1673,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,SFO,"San Francisco, CA",CA,6,6075,2020,2,4
0,37,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,BWI,"Baltimore, MD",MD,24,24510,2020,1,1
0,0,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,CMH,"Columbus, OH",OH,39,39049,2020,1,2
0,0,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,EWR,"Newark, NJ",NJ,34,34013,2020,1,2
0,0,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,BOS,"Boston, MA",MA,25,25025,2020,1,2
0,1097,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,PHX,"Phoenix, AZ",AZ,4,4013,2020,2,5
1,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,MAF,"Midland/Odessa, TX",TX,48,48329,2020,1,1
1,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,PIT,"Pittsburgh, PA",PA,42,42003,2020,1,1
1,0,0,Delta Air Lines Inc.,LGA,"New York, NY",NY,36,36061,AUS,"Austin, TX",TX,48,48453,2020,1,3
1,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,SLC,"Salt Lake City, UT",UT,49,49035,2020,2,5
1,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,SEA,"Seattle, WA",WA,53,53033,2020,2,6
1,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,RSW,"Fort Myers, FL",FL,12,12071,2020,2,6
1,0,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,OMA,"Omaha, NE",NE,31,31055,2020,1,2
1,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,BUR,"Burbank, CA",CA,6,6037,2020,1,3
1,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,PHX,"Phoenix, AZ",AZ,4,4013,2020,1,2
1,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,OAK,"Oakland, CA",CA,6,6001,2020,2,4
2,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,IND,"Indianapolis, IN",IN,18,18097,2020,1,3
2,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,RSW,"Fort Myers, FL",FL,12,12071,2020,1,2
2,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,RDU,"Raleigh, NC",NC,37,37183,2020,1,1
2,0,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,SJC,"San Jose, CA",CA,6,6085,2020,2,4
2,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,BHM,"Birmingham, AL",AL,1,1073,2020,2,6
3,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,RSW,"Fort Myers, FL",FL,12,12071,2020,1,1
3,0,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,CMH,"Columbus, OH",OH,39,39049,2020,1,1
3,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,CLE,"Cleveland, OH",OH,39,39035,2020,1,3
3,147,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,CVG,"Cincinnati, OH",KY,21,39061,2020,1,3
3,4436,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,LAX,"Los Angeles, CA",CA,6,6037,2020,1,3
3,4,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,PDX,"Portland, OR",OR,41,23005,2020,2,4
3,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,OKC,"Oklahoma City, OK",OK,40,40109,2020,2,4
4,1120,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,MAF,"Midland/Odessa, TX",TX,48,48329,2020,1,2
4,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,SMF,"Sacramento, CA",CA,6,6067,2020,1,1
4,0,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,CHS,"Charleston, SC",SC,45,45019,2020,2,4
4,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,SNA,"Santa Ana, CA",CA,6,6059,2020,2,6
4,343,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,MCO,"Orlando, FL",FL,12,12095,2020,2,6
5,0,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,IND,"Indianapolis, IN",IN,18,18097,2020,1,1
5,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,SAN,"San Diego, CA",CA,6,6073,2020,1,2
6,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,CHS,"Charleston, SC",SC,45,45019,2020,1,1
6,0,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,PDX,"Portland, OR",OR,41,23005,2020,1,2
6,0,0,Delta Air Lines Inc.,LGA,"New York, NY",NY,36,36061,BNA,"Nashville, TN",TN,47,47037,2020,2,4
7,0,0,Delta Air Lines Inc.,LGA,"New York, NY",NY,36,36061,DEN,"Denver, CO",CO,8,8031,2020,2,4
7,2,389,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,MSY,"New Orleans, LA",LA,22,22071,2020,2,4
7,0,0,Delta Air Lines Inc.,LGA,"New York, NY",NY,36,36061,DSM,"Des Moines, IA",IA,19,19057,2020,2,6
8,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,RSW,"Fort Myers, FL",FL,12,12071,2020,1,3
8,228,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,AUS,"Austin, TX",TX,48,48453,2020,2,4
8,0,0,American Airlines Inc.,LGA,"New York, NY",NY,36,36061,DCA,"Washington, DC",VA,51,11001,2020,2,4
9,834,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,LAS,"Las Vegas, NV",NV,32,32003,2020,1,1
9,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,ECP,"Panama City, FL",FL,12,12005,2020,1,1
9,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,MSP,"Minneapolis, MN",MN,27,27053,2020,1,3
9,125,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,SEA,"Seattle, WA",WA,53,53033,2020,1,3
9,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,LBB,"Lubbock, TX",TX,48,48303,2020,1,2
9,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,CHS,"Charleston, SC",SC,45,45019,2020,1,2
9,0,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,LAS,"Las Vegas, NV",NV,32,32003,2020,1,3
9,598,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,MCO,"Orlando, FL",FL,12,12095,2020,2,4
9,0,0,American Airlines Inc.,LGA,"New York, NY",NY,36,36061,BOS,"Boston, MA",MA,25,25025,2020,2,4
10,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,LAX,"Los Angeles, CA",CA,6,6037,2020,2,4
10,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,ELP,"El Paso, TX",TX,48,48141,2020,1,1
10,65,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,BOS,"Boston, MA",MA,25,25025,2020,2,4
11,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,LBB,"Lubbock, TX",TX,48,48303,2020,1,1
11,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,ICT,"Wichita, KS",KS,20,20173,2020,1,1
11,175,0,Delta Air Lines Inc.,LGA,"New York, NY",NY,36,36061,DFW,"Fort Worth, TX",TX,48,48439,2020,2,4
11,1775,366,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,PDX,"Portland, OR",OR,41,23005,2020,2,4
12,2713,192,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,DEN,"Denver, CO",CO,8,8031,2020,2,4
13,431,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,JAX,"Jacksonville, FL",FL,12,12031,2020,1,1
13,0,0,Delta Air Lines Inc.,LGA,"New York, NY",NY,36,36061,RSW,"Fort Myers, FL",FL,12,12071,2020,2,4
13,581,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,OMA,"Omaha, NE",NE,31,31055,2020,2,6
13,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,SMF,"Sacramento, CA",CA,6,6067,2020,1,3
14,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,PDX,"Portland, OR",OR,41,23005,2020,1,3
16,44,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,JAX,"Jacksonville, FL",FL,12,12031,2020,1,2
17,230,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,FLL,"Fort Lauderdale, FL",FL,12,12011,2020,1,3
17,102,100,American Airlines Inc.,JFK,"New York, NY",NY,36,36061,BOS,"Boston, MA",MA,25,25025,2020,2,4
18,416,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,OMA,"Omaha, NE",NE,31,31055,2020,1,3
18,2910,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,SLC,"Salt Lake City, UT",UT,49,49035,2020,2,4
18,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,PHX,"Phoenix, AZ",AZ,4,4013,2020,1,1
18,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,LIT,"Little Rock, AR",AR,5,5119,2020,1,1
18,393,1182,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,SAN,"San Diego, CA",CA,6,6073,2020,2,4
19,0,0,Delta Air Lines Inc.,LGA,"New York, NY",NY,36,36061,PHL,"Philadelphia, PA",PA,42,42101,2020,1,2
20,8,251,American Airlines Inc.,JFK,"New York, NY",NY,36,36061,SAT,"San Antonio, TX",TX,48,48029,2020,2,4
20,1,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,LAS,"Las Vegas, NV",NV,32,32003,2020,2,5
21,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,SAN,"San Diego, CA",CA,6,6073,2020,1,1
21,0,0,Delta Air Lines Inc.,LGA,"New York, NY",NY,36,36061,MIA,"Miami, FL",FL,12,12086,2020,2,4
22,0,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,PDX,"Portland, OR",OR,41,23005,2020,1,1
22,52,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,DCA,"Washington, DC",VA,51,11001,2020,2,4
23,502,2767,American Airlines Inc.,JFK,"New York, NY",NY,36,36061,ORD,"Chicago, IL",IL,17,17031,2020,2,4
24,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,OAK,"Oakland, CA",CA,6,6001,2020,1,1
25,2555,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,MKE,"Milwaukee, WI",WI,55,55079,2020,2,4
27,0,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,CLT,"Charlotte, NC",NC,37,37119,2020,2,4
27,0,0,American Airlines Inc.,JFK,"New York, NY",NY,36,36061,PDX,"Portland, OR",OR,41,23005,2020,1,1
28,0,0,American Airlines Inc.,JFK,"New York, NY",NY,36,36061,DCA,"Washington, DC",VA,51,11001,2020,2,4
28,652,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,LAX,"Los Angeles, CA",CA,6,6037,2020,2,6
29,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,ONT,"Ontario, CA",CA,6,#N/A,2020,1,1
29,0,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,LAS,"Las Vegas, NV",NV,32,32003,2020,1,1
30,397,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,AUS,"Austin, TX",TX,48,48453,2020,1,2
30,4686,0,Delta Air Lines Inc.,LGA,"New York, NY",NY,36,36061,FLL,"Fort Lauderdale, FL",FL,12,12011,2020,2,4
30,3330,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,MCI,"Kansas City, MO",MO,29,29095,2020,2,5
34,4501,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,PHX,"Phoenix, AZ",AZ,4,4013,2020,2,4
34,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,OMA,"Omaha, NE",NE,31,31055,2020,1,1
34,2771,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,STL,"Saint Louis, MO",MO,29,29510,2020,2,5
35,0,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,LAS,"Las Vegas, NV",NV,32,32003,2020,1,2
35,142,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,DTW,"Detroit, MI",MI,26,26163,2020,2,6
38,0,0,American Airlines Inc.,LGA,"New York, NY",NY,36,36061,JAC,"Jackson, WY",WY,56,56039,2020,1,1
38,35,0,American Airlines Inc.,JFK,"New York, NY",NY,36,36061,AUS,"Austin, TX",TX,48,48453,2020,2,4
38,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,OKC,"Oklahoma City, OK",OK,40,40109,2020,1,1
38,3972,0,Delta Air Lines Inc.,LGA,"New York, NY",NY,36,36061,ORD,"Chicago, IL",IL,17,17031,2020,2,4
40,118,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,SJC,"San Jose, CA",CA,6,6085,2020,1,3
41,537,0,Delta Air Lines Inc.,LGA,"New York, NY",NY,36,36061,TPA,"Tampa, FL",FL,12,12057,2020,2,4
41,580,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,LAX,"Los Angeles, CA",CA,6,6037,2020,1,2
42,2872,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,LAS,"Las Vegas, NV",NV,32,32003,2020,2,4
43,275,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,RDU,"Raleigh, NC",NC,37,37183,2020,2,4
45,2771,73,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,SJU,"San Juan, PR",PR,72,#N/A,2020,2,4
45,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,JAX,"Jacksonville, FL",FL,12,12031,2020,1,3
46,0,0,American Airlines Inc.,LGA,"New York, NY",NY,36,36061,MTJ,"Montrose/Delta, CO",CO,8,#N/A,2020,1,1
46,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,ONT,"Ontario, CA",CA,6,#N/A,2020,1,2
49,2982,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,HOU,"Houston, TX",TX,48,48201,2020,2,5
51,122,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,LAS,"Las Vegas, NV",NV,32,32003,2020,2,4
53,0,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,ATL,"Atlanta, GA",GA,13,13121,2020,1,2
54,0,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,ABQ,"Albuquerque, NM",NM,35,35001,2020,1,1
54,0,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,PHL,"Philadelphia, PA",PA,42,42101,2020,1,1
55,0,0,Delta Air Lines Inc.,LGA,"New York, NY",NY,36,36061,CHS,"Charleston, SC",SC,45,45019,2020,1,2
57,0,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,OKC,"Oklahoma City, OK",OK,40,40109,2020,1,1
58,0,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,ORD,"Chicago, IL",IL,17,17031,2020,1,3
59,0,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,SRQ,"Sarasota/Bradenton, FL",FL,12,#N/A,2020,1,1
59,1061,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,DEN,"Denver, CO",CO,8,8031,2020,2,5
59,0,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,IAH,"Houston, TX",TX,48,48201,2020,2,5
61,2,0,Delta Air Lines Inc.,LGA,"New York, NY",NY,36,36061,MCO,"Orlando, FL",FL,12,12095,2020,2,4
62,912,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,AUS,"Austin, TX",TX,48,48453,2020,1,1
63,0,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,DTW,"Detroit, MI",MI,26,26163,2020,1,1
66,0,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,OAK,"Oakland, CA",CA,6,6001,2020,1,2
66,259,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,FLL,"Fort Lauderdale, FL",FL,12,12011,2020,2,4
69,68,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,SAV,"Savannah, GA",GA,13,13051,2020,1,3
71,1689,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,LAS,"Las Vegas, NV",NV,32,32003,2020,1,3
71,1573,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,MSY,"New Orleans, LA",LA,22,22071,2020,2,4
76,0,0,Delta Air Lines Inc.,LGA,"New York, NY",NY,36,36061,GSP,"Greer, SC",SC,45,45045,2020,1,3
77,13,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,SAV,"Savannah, GA",GA,13,13051,2020,1,1
77,436,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,AUS,"Austin, TX",TX,48,48453,2020,1,3
77,0,100,American Airlines Inc.,LGA,"New York, NY",NY,36,36061,ATL,"Atlanta, GA",GA,13,13121,2020,2,4
79,0,0,Delta Air Lines Inc.,LGA,"New York, NY",NY,36,36061,MHT,"Manchester, NH",NH,33,33011,2020,1,2
80,0,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,SFO,"San Francisco, CA",CA,6,6075,2020,1,3
81,34,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,IAH,"Houston, TX",TX,48,48201,2020,2,4
81,407,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,OAK,"Oakland, CA",CA,6,6001,2020,1,3
82,343,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,SAT,"San Antonio, TX",TX,48,48029,2020,1,2
84,8314,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,MCO,"Orlando, FL",FL,12,12095,2020,2,4
85,2830,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,BNA,"Nashville, TN",TN,47,47037,2020,2,5
91,83,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,OKC,"Oklahoma City, OK",OK,40,40109,2020,1,3
92,2,0,Delta Air Lines Inc.,LGA,"New York, NY",NY,36,36061,RDU,"Raleigh, NC",NC,37,37183,2020,1,1
93,207,357,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,TPA,"Tampa, FL",FL,12,12057,2020,2,4
96,0,0,Delta Air Lines Inc.,LGA,"New York, NY",NY,36,36061,CLT,"Charlotte, NC",NC,37,37119,2020,1,3
99,509,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,MCO,"Orlando, FL",FL,12,12095,2020,1,3
101,0,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,SFO,"San Francisco, CA",CA,6,6075,2020,1,2
103,0,0,American Airlines Inc.,LGA,"New York, NY",NY,36,36061,MCO,"Orlando, FL",FL,12,12095,2020,2,4
104,0,0,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,RIC,"Richmond, VA",VA,51,51760,2020,1,1
106,0,0,American Airlines Inc.,LGA,"New York, NY",NY,36,36061,EGE,"Eagle, CO",CO,8,8037,2020,1,1
111,1606,977,Delta Air Lines Inc.,JFK,"New York, NY",NY,36,36061,MIA,"Miami, FL",FL,12,12086,2020,2,4
113,7951,0,Southwest Airlines Co.,LGA,"New York, NY",NY,36,36061,TPA,"Tampa, FL",FL,12,12057,2020,2,4
115,0,0,United Air Lines Inc.,LGA,"New York, NY",NY,36,36061,IAD,"Washington, DC",VA,51,11001,2020,1,2
